id,name,created_at,updated_at,intro,page,opt,shows
2789,ПОДУШКА БЕЗОПАСНОСТИ,2014-02-15 00:26:11.640656,2015-01-19 20:00:36.145326,"<p>Подушка безопасности - это устройство предназначенное для безопасности людей в случаи аварии. Подушки различают по нескольким видам, таким как: центральная подушка, фронтальная подушка, коленная подушка, головная подушка и боковая подушка.</p>
","<p>Подушка безопасности - это устройство предназначенное для безопасности людей в случаи аварии. Подушки различают по нескольким видам, таким как: центральная подушка, фронтальная подушка, коленная подушка, головная подушка и боковая подушка.</p>

<p>Центральная подушка - предназначается для снижения тяжести повреждений пассажиров и водителя при боковом столкновении. Располагается такая подушка безопасности в подлокотники сиденья переднего ряда и в спинке заднего сидения в центральной ее части.</p>

<p>Фронтальная подушка - предназначена для безопасности людей которые сидят на передних сиденьях. Располагается эта подушка, для пассажира который сидит впереди - в правой верхней части передней панели, а для водителя подушка расположена в рулевом колесе.&nbsp;</p>

<p>Коленная подушка - защищает голени и колени водителя от возможного удара при аварии и расположена такая подушка под рулевым колесом. В некоторых автомобилях, коленная подушка устанавливается и для переднего пассажира, располагается она под бардачком.</p>

<p>Головная подушка - служит для того, чтобы защитить голову при боковом столкновении. Располагается она обычно в части крыши передней, в части крыши задней и между стоиками. Обеспечивает безопасность всех людей находящихся в салоне.</p>

<p>Боковая подушка - защищает от травмирования при аварии, брюшную полость, таз, грудную клетку. Устанавливаются такие подушки обычно в спинках передних сидений. Бывает их устанавливают на задних сиденьях, но такая установка крайне редка.</p>
",,23341
2790,СИДЕНЬЯ ЗАДНИЕ,2014-02-15 00:26:11.64284,2015-01-19 20:00:36.120532,,,,18736
2791,СИДЕНЬЯ ПЕРЕДНИЕ,2014-02-15 00:26:11.644908,2015-01-19 20:00:36.11175,,,,16075
2792,АВТОМАТИЧЕСКАЯ ТРАНСМИССИЯ В СБОРЕ,2014-02-15 00:26:11.646844,2015-01-19 20:00:36.095544,,,,2
2793,БЛОК КЛАПАНОВ АКПП,2014-02-15 00:26:11.648785,2015-01-19 20:00:36.087598,,,,129
2794,ГИДРОТРАНСФОРМАТОР,2014-02-15 00:26:11.650782,2015-01-19 20:00:36.070296,,,,4719
2795,ДАТЧИК АКПП,2014-02-15 00:26:11.652694,2015-01-19 20:00:36.045207,,,,2201
2796,ДАТЧИК ПОЛОЖЕНИЯ АКПП,2014-02-15 00:26:11.654831,2015-01-19 20:00:36.020525,,,,180
2797,ДАТЧИК СКОРОСТИ АКП,2014-02-15 00:26:11.656777,2015-01-19 20:00:36.000665,,,,2
2798,ДИСК АКПП ФРИКЦИОННЫЙ АКПП,2014-02-15 00:26:11.658824,2015-01-19 20:00:34.794839,,,,106
2799,КОЛЬЦО/ШЕСТЕРНЯ АКПП,2014-02-15 00:26:11.660763,2014-02-15 00:26:11.660763,,,,
2800,МОТОР/АКТУАТОР АКПП,2014-02-15 00:26:11.662813,2014-02-15 00:26:11.662813,,,,
2801,ОПОРА АКПП,2014-02-15 00:26:11.664713,2015-01-19 20:00:34.786211,,,,559
2802,ПЛАТА ГИДРОТРАНСФОРМАТОРА,2014-02-15 00:26:11.666558,2015-01-19 20:00:34.761205,,,,1
2803,ПОДДОН АКПП,2014-02-15 00:26:11.668453,2015-01-19 20:00:34.753213,,,,798
2804,ПОДШИПНИК АКПП,2014-02-15 00:26:11.670275,2015-01-19 20:00:34.744902,,,,185
2805,ПРОБКА ПОДДОНА АКПП,2014-02-15 00:26:11.672136,2015-01-19 20:00:34.736221,,,,10
2806,ПРОКЛАДКА АКПП,2014-02-15 00:26:11.6739,2015-01-19 20:00:34.711175,,,,682
2807,ПРОКЛАДКА ПОДДОНА АКПП,2014-02-15 00:26:11.675832,2015-01-19 20:00:34.70311,,,,274
2808,РАДИАТОР АКПП МАСЛЯНЫЙ,2014-02-15 00:26:11.677818,2015-01-19 20:00:34.694099,,,,138
2809,РЕМНАБОР АВТОМАТИЧЕСКОЙ ТРАНСМИССИИ,2014-02-15 00:26:11.679768,2015-01-19 20:00:34.676526,,,,0
2810,САЛЬНИК АКПП,2014-02-15 00:26:11.681697,2015-01-19 20:00:33.869506,"","",,1385
2811,СЕЛЕКТОР/МОТОР АКПП,2014-02-15 00:26:11.683532,2014-02-15 00:26:11.683532,,,,
2812,СОЛЕНОИД АКПП,2014-02-15 00:26:11.685397,2015-01-19 20:00:33.828655,"","",,1116
2813,ТРОС АКПП,2014-02-15 00:26:11.687225,2015-01-19 20:00:33.820328,,,,585
2814,ТРУБКА ОХЛАЖДЕНИЯ АКПП,2014-02-15 00:26:11.689034,2015-01-19 20:00:33.811658,,,,559
2815,ФИЛЬТР АКПП,2014-02-15 00:26:11.690855,2015-01-19 20:00:33.794861,,,,4124
2816,ВАЛ МКП,2014-02-15 00:26:11.692774,2015-01-19 20:00:33.778236,,,,6
2817,ДАТЧИК МКП,2014-02-15 00:26:11.694855,2015-01-19 20:00:33.770076,,,,5
2818,ДАТЧИК СКОРОСТИ МКП,2014-02-15 00:26:11.696772,2015-01-19 20:00:33.761102,,,,2
2819,КОЛЬЦО/ШЕСТЕРНЯ МКП,2014-02-15 00:26:11.698643,2014-02-15 00:26:11.698643,,,,
2820,МЕХАНИЧЕСКАЯ ТРАНСМИССИЯ В СБОРЕ,2014-02-15 00:26:11.700731,2015-01-19 20:00:33.753597,,,,0
2821,ОПОРА МКП,2014-02-15 00:26:11.702799,2015-01-19 20:00:33.741322,,,,5
2822,ПОДУШКА МЕХАНИЧЕСКОЙ ТРАНСМИССИИ,2014-02-15 00:26:11.70476,2015-01-19 15:47:52.767662,,,,0
2823,ПОДШИПНИК МКП,2014-02-15 00:26:11.706629,2015-01-19 15:47:52.751008,,,,1
2824,ПРОКЛАДКА МКП,2014-02-15 00:26:11.708492,2015-01-19 15:47:52.734331,,,,0
2825,САЛЬНИК МКП,2014-02-15 00:26:11.710382,2015-01-19 15:47:52.643056,"","",,18
